"256.0382","0.024960252","1426936278"
"256.0000","0.008553457","1426936338"
"256.1705","0.670083662","1426936398"
"256.2015","0.073341666","1426936458"
"255.8486","0.010322801","1426936578"
"256.0934","0.025920130","1426936638"
"256.1787","0.007972119","1426936698"
"256.1667","0.026448815","1426936758"
"256.1000","0.118916850","1426936818"
"256.1662","0.144920718","1426936878"
"256.2071","0.280200665","1426936938"
"256.1935","0.441677582","1426936998"
"255.9648","0.045316959","1426937058"
"256.1521","0.028747574","1426937118"
"255.8499","0.093154422","1426937178"
"255.8006","0.176463231","1426937238"
"256.1895","0.027835588","1426937298"
"255.6122","0.026141863","1426937418"
"255.7333","0.054757619","1426937478"
"255.5736","0.088056577","1426937598"
"255.8882","0.091383196","1426937658"
"255.9163","0.038744096","1426937718"
